source_sheet,content
NMC,Product: NMC | Section: 9. what is the application processing time? | Detail: the processing time of credit card facility is 10 working days form login till approval subject to complete application with required documentation
NMC,Product: NMC | Section: 10. what are the application processing charges?
NMC,Product: NMC | Section: processing charges will be as per prevailing bank’s schedule of charges (soc).
NMC,Product: NMC | Section: 11. what happens if i fail to fulfil your payment obligations?
NMC,"Product: NMC | Section: 11. what happens if i fail to fulfil your payment obligations? | Detail: in case of overdue / default, recovery department of nust will contact you, your loan related details will be reported to credit bureau. late payment and cheque return charges may also be applicable as per prevailing schedule of charges. legal proceeding may also be initiated by the bank."
NMC,Product: NMC | Section: 12. how will i get update of my credit card application?
NMC,Product: NMC | Section: 12. how will i get update of my credit card application? | Detail: you can visit/ call or send email at our customer services centre(s) as well. services centre(s) as well.
NMC,Product: NMC | Section: email address: [REDACTED_EMAIL]
NMC,Product: NMC | Section: 13. is there a limit to international spending?
NMC,"Product: NMC | Section: 13. is there a limit to international spending? | Detail: as per sbp directives i.e. nov 1, 2022 industry-wide annual maximum limit of usd 30,000/- per individual on card-based"
NMC,Product: NMC | Section: (debit/credit and virtual cards) cross-border transactions
NMC,"Product: NMC | Section: (debit/credit and virtual cards) cross-border transactions | Detail: it is the primary responsibility of a customer to ensure that his/her annual limit is not breached at any time. in order to avoid any inconvenience, you are requested to please restrict your international spending within the defined limit. cross-border commercial payments through cards issued to individuals are not permissible. note: nust bank has the right to reject any application as per bank’s criteria."
NMF,Product: NMF | Section: 1.what types of housing finance products does nust offer?
NMF,Product: NMF | Section: purchase of house/ apartment/ flat/ residential unit
NMF,Product: NMF | Section: purchase of plot (+) plus construction
NMF,Product: NMF | Section: construction of house/ residential unit on already owned residential plot
NMF,Product: NMF | Section: renovation of house/ apartment/ flat/ residential unit
NMF,Product: NMF | Section: extension/ expansion/ improvement
NMF,Product: NMF | Section: extension/ expansion/ improvement | Detail: balance transfer facility (btf) against existing financing facility of borrower from other banks/dfis.
NMF,Product: NMF | Section: extension/ expansion/ improvement | Detail: note: housing finance will not be allowed purely for the purchase of land/ plot
NMF,Product: NMF | Section: 2.what is the minimum age for applying nust mortgage finance?
NMF,Product: NMF | Section: salaried : 21 years
NMF,Product: NMF | Section: seb/sep: 23 years
NMF,Product: NMF | Section: 3. what is the maximum age criteria for applying nust mortgage finance?
NMF,Product: NMF | Section: 3. what is the maximum age criteria for applying nust mortgage finance? | Detail: salaried permanent : 60 years at the maturity of loan salaried contractual: 65 years at the matrurity of loan pensioners: 65 years at the maturity of loan seb/sep: 65 years at the maturity of loan
NMF,Product: NMF | Section: 4.can overseas pakistanis obtain house finance facility from nust?
NMF,Product: NMF | Section: 4.can overseas pakistanis obtain house finance facility from nust? | Detail: yes. however can apply as co-borrower with veriable income. basic borrower from pakistan should also meet the required basic criteria for mf.
NMF,Product: NMF | Section: 5. what is the minimum and maximum financing amount?
NMF,"Product: NMF | Section: 5. what is the minimum and maximum financing amount? | Detail: the minimum financing amount is rs. 500,000/. the maximum financing limit will be up to rs.100,000,000/- subject to 50% debt burden ratio(dbr) as per sbp prs for housing finance."
NMF,Product: NMF | Section: 6. what would be the financing tenure?
NMF,Product: NMF | Section: loan tenure is minimum 3 years and maximum 25 years
NMF,Product: NMF | Section: 7. can i obtain financing on my owned property by mortgaging it?
NMF,"Product: NMF | Section: 7. can i obtain financing on my owned property by mortgaging it? | Detail: yes, purpose of finance has to be in line with the purpose defined by regulator i.e."
NMF,Product: NMF | Section: financing for construction of house on owned residential plot.
NMF,Product: NMF | Section: financing for construction of house on owned residential plot. | Detail: balance transfer facility (btf) against existing financing facility of borrower from other banks/ dfis.
NMF,Product: NMF | Section: renovation of owned house/ apartment/ flat/ residential unit
NMF,Product: NMF | Section: extension/ expansion/ improvement of residential unit
NMF,Product: NMF | Section: 8. can i avail more than one house loan?
NMF,Product: NMF | Section: 8. can i avail more than one house loan? | Detail: yes. one can avail two mortgage loans at a time from nust bank within debt burden ratio (dbr) as per prevailing sbp prs for housing finance.
NMF,Product: NMF | Section: 9. can i avail income tax rebate on house financing?
NMF,"Product: NMF | Section: 9. can i avail income tax rebate on house financing? | Detail: yes, one can claim tax rebate against its house finance mark-up paid during the year, or as per prevailing tax laws of the country."
NMF,Product: NMF | Section: 10. what is the minimum monthly income criterion?
NMF,"Product: NMF | Section: salaried: permanent rs. 50,000/-, contractual rs. 60,000/-, govt. employee contractual 75,000/-"
NMF,"Product: NMF | Section: armed forces: 25,000/-"
NMF,Product: NMF | Section: 11. can i club income of co-borrower?
NMF,Product: NMF | Section: 11. can i club income of co-borrower? | Detail: yes. clubbing of co-borrower income may be allowed in case of spouse/son/parents/un-married daughter/sibling.
NMF,Product: NMF | Section: 12. what are the processing charges for nust mortgage finance?
NMF,Product: NMF | Section: processing charges will be as per prevailing bank’s schedule of charges (soc).
NMF,Product: NMF | Section: 13. what is the repayment mode?
NMF,"Product: NMF | Section: 13. what is the repayment mode? | Detail: payment of equal monthly installment (emi) comprising of principal, mark-up and insurance cost etc. will be made through direct debit authority (dda) of borrower’s account maintained with nust."
NMF,Product: NMF | Section: 14. is property insurance coverage mandatory?
NMF,Product: NMF | Section: 14. is property insurance coverage mandatory? | Detail: yes. property insurance is mandatory; insurance premium is born by the borrower. it covers construction cost of financed house and value of property in case of apartment.
NMF,Product: NMF | Section: 15. can i make balloon payments or premature termination is allowed?
NMF,"Product: NMF | Section: 15. can i make balloon payments or premature termination is allowed? | Detail: yes, balloon payment or premature termination option is available for all customers. charges will be applied as per prevailing bank’s schedule of charges."
NMF,Product: NMF | Section: 16. can the loan amount be used for any other purpose?
NMF,"Product: NMF | Section: no, the loan amount can only be used for specific purpose i.e."
NMF,Product: NMF | Section: purchase of house/ apartment/ flat/ residential unit
NMF,Product: NMF | Section: purchase of plot (+) plus construction
NMF,Product: NMF | Section: construction of house/ residential unit on already owned plot
NMF,Product: NMF | Section: renovation of house/ apartment/ flat/ residential unit
NMF,Product: NMF | Section: extension/ expansion/ improvement
NMF,Product: NMF | Section: extension/ expansion/ improvement | Detail: balance transfer facility (btf) against existing financing facility of borrower from other banks/dfis.
NMF,Product: NMF | Section: 17.in which area of the country one can avail house finance form nust?
NMF,Product: NMF | Section: 17.in which area of the country one can avail house finance form nust? | Detail: mortgage finance facility can be availed from all cities / areas without discrimination.
NMF,Product: NMF | Section: 18. where financing is not allowed?
NMF,Product: NMF | Section: the financing shall not be allowed for;
NMF,Product: NMF | Section: commercial properties.
NMF,Product: NMF | Section: commercial properties. | Detail: construction or possession of land on the encroached area of public/ government land.
NMF,Product: NMF | Section: properties built against housing authority by-laws.
NMF,Product: NMF | Section: 14. what is the application processing time?
NMF,Product: NMF | Section: 14. what is the application processing time? | Detail: the processing time of mortgage finance is 30 days form login till approval subject to complete application with required documents.
NMF,Product: NMF | Section: how will i get update of my house loan application?
NMF,Product: NMF | Section: how will i get update of my house loan application? | Detail: our sales/ front end staff is quite supportive and always there to serve you. you can visit/call or send email at our customer services center(s) as well.
NMF,Product: NMF | Section: email address: [REDACTED_EMAIL]
NSF,Product: NSF | Section: is nust bank offering any financing specifically for women owned small and medium enterprises?
NSF,"Product: NSF | Section: is nust bank offering any financing specifically for women owned small and medium enterprises? | Detail: the product ""nust sahar finance"" is based on refinance and credit guarantee scheme for women entrepreneurs objective of this product is to provide financing facilities to women owned enterprises to meet credit needs of their businesses."
NSF,Product: NSF | Section: what are the purposes for which nust sahar finance can be availed?
NSF,Product: NSF | Section: what are the purposes for which nust sahar finance can be availed? | Detail: i. expansion of existing business ii. set up of new business iii.purchase of stocks/ working capital requirement etc
NSF,Product: NSF | Section: what is the applicant legal structure of business in order to avail nust sahar finance?
NSF,"Product: NSF | Section: what is the applicant legal structure of business in order to avail nust sahar finance? | Detail: sole proprietor, partnership firm, private limited company, single member company (smc), business individuals (women owned) *in partnership firm/ private limited company, having 02 partners or directors, minimum 51% shareholder/ ceo should be a a femle who should also be the applicant. if there are more than 02 partners or directors, major share holder should be women , who should also be ceo and applicant"
NSF,Product: NSF | Section: what is the nature of finance in nust sahar finance?
NSF,Product: NSF | Section: i. long term finance ii. short term finance/working capital
NSF,Product: NSF | Section: what is the maximum tenure of nust sahar finance?
NSF,Product: NSF | Section: what is the maximum tenure of nust sahar finance? | Detail: short term finance/working capital maximum 3 years with no grace period | long term finance maximum 5 years (inclusive of grace period up to 6 months) *markup will be recovered during grace period
NSF,Product: NSF | Section: is there any age criteria to avail nust sahar finance?
NSF,Product: NSF | Section: is there any age criteria to avail nust sahar finance? | Detail: new business between 20-50 years at the time of application | existing business between 20-55 years at the time of application
NSF,Product: NSF | Section: what are the loan limits of nust sahar finance?
NSF,Product: NSF | Section: what are the loan limits of nust sahar finance? | Detail: new business maximum loan rs: 3.00 million | existing business maximum loan rs: 5.00 million
NSF,Product: NSF | Section: what is the current mark-up rate of nust sahar finance?
NSF,Product: NSF | Section: what is the current mark-up rate of nust sahar finance? | Detail: mark-up rate of @5% p.a. *markup at 12m kibor + 4% per annum to be charged till refinance claim reimbursed by sbp.
NSF,Product: NSF | Section: can applicant avail clean loan in nust sahar finance?
NSF,Product: NSF | Section: can applicant avail clean loan in nust sahar finance? | Detail: max rs: 0.70 million can be availed against personal and third party guarantee
NSF,Product: NSF | Section: does the bank require any equity for this scheme?
NSF,"Product: NSF | Section: does the bank require any equity for this scheme? | Detail: new business 20% equity. | existing business no equity, the existing investment in business will be considered as equity"
NSF,Product: NSF | Section: is there any minimum business age requirement?
NSF,Product: NSF | Section: is there any minimum business age requirement? | Detail: existing business should be women owned enterprises with minimum 01 year of business registration new business: nil
NSF,Product: NSF | Section: what are the processing charges for nust sahar finance application?
NSF,Product: NSF | Section: what are the processing charges for nust sahar finance application? | Detail: up to rs. 0.70 | rs: 2000/- (non refundable)
NSF,Product: NSF | Section: what are the processing charges for nust sahar finance application? | Detail: above rs. 0.70 and upto rs. 5 million | rs: 3000/- (non refundable)
NSF,Product: NSF | Section: are there any late payment charges?
NSF,"Product: NSF | Section: are there any late payment charges? | Detail: rs. 1,000/- per installment *in case of delay of installment, commercial rate will be charged on the outstanding principal amount."
NSF,Product: NSF | Section: what are the service/documentation/legal charges in nust sahar finance?
NSF,Product: NSF | Section: at actual
NSF,Product: NSF | Section: what are the insurance charges?
NSF,Product: NSF | Section: at actual
NIF,Product: NIF | Section: is nust bank offering any financing specifically for the ownership & capacity enhancement of business premises?
NIF,Product: NIF | Section: is nust bank offering any financing specifically for the ownership & capacity enhancement of business premises? | Detail: nust bank has structured a new financing product “nust imarat finance” under the ambit of sme segment. the product program has been developed in order to stabilize sme business through making their ownership of business premises (under mortgage finance of urban commercial / industrial buildings) for capacity enhancement of smes.the product has been structured for smes owned by general public as well as retired armed forces officers and families of serving officers.
NIF,Product: NIF | Section: for which purpose nust imarat finance is being offered?
NIF,Product: NIF | Section: for which purpose nust imarat finance is being offered? | Detail: aif 1: acquisition / purchase of urban commercial / industrial construted property/ office and commercial premises for commercial / business activity aif 2: construction on self owned urban commercial / industrial plot aif 3: additional construction on already built urban commercial/ industrial plaza/building aif 4: renovation of self owned urban commercial /industrial property/plaza/ business premises
NIF,Product: NIF | Section: what are the loan limits of nust imarat finance?
NIF,"Product: NIF | Section: what are the loan limits of nust imarat finance? | Detail: aif 1: mininum rs. 5.00 m & maximum rs. 100m aif 2: mininum rs. 5.00 m & maximum rs. 50m aif 3: maximum rs. 30m or upto 30% of fsv of offered property, whichever is lower aif 4: maximum rs. 5m or upto 25% of fsv of offered property, whichever is lower"
NIF,Product: NIF | Section: what is the maximum tenure of nust imarat finance?
NIF,Product: NIF | Section: aif 1: maximum 10 years (grace period upto 6 months)
NIF,Product: NIF | Section: aif 2: maximum 10 years(grace period upto 9 months)
NIF,Product: NIF | Section: aif 3: maximum 8 years (grace period upto 6 months)
NIF,Product: NIF | Section: aif 4: maximum 03 years (grace period upto 3 months)
NIF,Product: NIF | Section: (markup to be recovered during grace period)
NIF,Product: NIF | Section: does the bank require any equity for this scheme?
NIF,Product: NIF | Section: does the bank require any equity for this scheme? | Detail: aif 1 & aif 2: minimum 30% (existing business) & minimum 40% (new business) aif 3 & aif 4 : nil for existing business & minimum 25% (new business)
NIF,Product: NIF | Section: is there any minimum age to avail financing in nust imarat finance?
NIF,"Product: NIF | Section: is there any minimum age to avail financing in nust imarat finance? | Detail: new business minimum 30 years at the time of application, however age not to exceed 60 years at maturity of loan. | existing business minimum 30 years at the time of application however age not to exceed 65 years at maturity of loan."
NIF,Product: NIF | Section: any mandatory qualification/experience required?
NIF,"Product: NIF | Section: any mandatory qualification/experience required? | Detail: specifically for new business: i) only professionals i.e. chartered accountants, doctors, engineers, it professionals, and consultants etc, with minimum 02 years professional experience. ii) retired professionals from armed forces and families of serving armed forces officers"
NIF,Product: NIF | Section: *no professional qualification required for existing business
NIF,Product: NIF | Section: what is the current mark-up rate of nust imarat finance?
NIF,Product: NIF | Section: what is the current mark-up rate of nust imarat finance? | Detail: general regular sme’s end-user rate: 12mk+4% p.a. (to be reviewed on annual basis) | sme’s backed by armed forces end-user rate: 12mk+2.5 p.a. (to be reviewed on annual basis)
NIF,Product: NIF | Section: is there any business age requirement?
NIF,Product: NIF | Section: existing business minimum 03 year operating history of business
NIF,Product: NIF | Section: what should be the legal structure of business for availing nust imarat finance?
NIF,"Product: NIF | Section: sole proprietor, partnership firm(registered), private limited company, limited company"
NIF,Product: NIF | Section: what is the security requirement for availing nust imarat finance?
NIF,"Product: NIF | Section: what is the security requirement for availing nust imarat finance? | Detail: i. effective mortgage (equitable / or token registered) to be created on same urban commercial / industrial property which has been financed ii. 03 post dated cheques of the full loan amount plus markup iii. personal guarantees from borrowers, all partners and directors of the companies alongwith “personal net worth statement”. iv. fard based property to be registered equivalent to the full loan amount"
NIF,Product: NIF | Section: what is the repayment frequency in nust imarat finance?
NIF,Product: NIF | Section: monthly/quarterly
NIF,Product: NIF | Section: is there any condition related to bank account maintenance for availing nust imarat finance?
NIF,Product: NIF | Section: is there any condition related to bank account maintenance for availing nust imarat finance? | Detail: minimum 01 year bank account statement with nust or minimum 02 years bank statement with any other bank
NIF,Product: NIF | Section: is there any penalty charges related to premature termination/balloon payment penalties?
NIF,Product: NIF | Section: is there any penalty charges related to premature termination/balloon payment penalties? | Detail: mode of pre-mature termination | general category | armed forces category
NIF,Product: NIF | Section: is there any penalty charges related to premature termination/balloon payment penalties? | Detail: i. in case entire outstanding loan is adjusted within 03 years of first disbursement | at 3% of the total outstanding loan amount | at 2% of the total outstanding loan amount
NIF,Product: NIF | Section: is there any penalty charges related to premature termination/balloon payment penalties? | Detail: ii. in case entire outstanding loan is adjusted after 03 years | at 2% of the total outstanding loan amount | at 1% of the total outstanding loan amount
NIF,Product: NIF | Section: is there any penalty charges related to premature termination/balloon payment penalties? | Detail: iii. balloon payment | balloon payment upto 20% of loan outstanding amount is allowed once in each year without penalty. adjustment of over and above 20% will be charged @ 2% of balloon payment amount | balloon payment upto 30% of loan outstanding amount is allowed once in each year without penalty. adjustment of over and above 30% will be charged @1% of balloon payment amount
NIF,Product: NIF | Section: *premature termination penalty will not be applicable in case of renovation
NIF,Product: NIF | Section: what are the processing charges for nust imarat finance application?
NIF,"Product: NIF | Section: rs 30,000/- or 0.2% of loan amount whichever is higher (non-refundable)"
NIF,Product: NIF | Section: are there any late payment charges?
NIF,"Product: NIF | Section: rs. 3,000/- per installment"
NIF,Product: NIF | Section: what are the service/documentation/legal charges in nust imarat finance?
NIF,Product: NIF | Section: at actual
NIF,Product: NIF | Section: what are the valuation/boq charges?
NIF,Product: NIF | Section: at actual
NUF,Product: NUF | Section: is nust bank offering any financing product related to renewable/alternate energy solutions?
NUF,"Product: NUF | Section: is nust bank offering any financing product related to renewable/alternate energy solutions? | Detail: nust bank has structured a new financing product under the name of “nust ujala finance (nust ujala finance)” in light of sbp’s refinance scheme, under the ambit of sme. the product program has been developed to provide financing for installation of solar energy equipment as an alternate source of energy."
NUF,Product: NUF | Section: who can apply for nust ujala finance?
NUF,Product: NUF | Section: who can apply for nust ujala finance? | Detail: 1. se/me financing 2. vendor’s / suppliers’ financing 3. nust employees’ financing 4. domestic applicant financing (exclusively for employees of corporate / government sector)
NUF,Product: NUF | Section: is there any minimum age to avail financing in nust ujala finance?
NUF,Product: NUF | Section: is there any minimum age to avail financing in nust ujala finance? | Detail: se/me financing: between 25-55 years at the time of application. (any one partner/ director should meet age criteria) vendors/suppliers: between 25-55 years at the time of application. (any one partner/ director should meet age criteria) nust employees’ financing: no age limit domestic applicant financing: between 25-55 years at the time of application. (any one borrower or co-borrower should meet criteria)
NUF,Product: NUF | Section: for which purposes nust ujala finance is being offered?
NUF,"Product: NUF | Section: for which purposes nust ujala finance is being offered? | Detail: sme, nust employees and domestic: energy generation for own use or for supply to the distribution company / nepra | vendors/suppliers: onward leasing of renewable energy equipment / deferred payment sales / rental basis or sale of electricity to ultimate users"
NUF,Product: NUF | Section: capacity allowed under nust ujala finance?
NUF,"Product: NUF | Section: capacity allowed under nust ujala finance? | Detail: i. business enterprise : se from 10 kw to 200kw, me from 30 kw to 500kw ii. domestic borrowers from 5 kw to 30kw iii. nust employees : upto 30 kw. iv. vendors/suppliers: from 30 kw to 500kw"
NUF,Product: NUF | Section: loan amount that can be availed under nust ujala finance?
NUF,Product: NUF | Section: loan amount that can be availed under nust ujala finance? | Detail: i. small enterprise – upto rs. 15 m ii. medium enterprise – upto rs. 25m iii. domestic users - from rs. 0.5m to rs. 3.0m iv. nust employees: - upto rs. 3.00m v. vendors/suppliers:: from rs. 5m to 25 million – (single vendor)
NUF,Product: NUF | Section: what is the current mark-up rate of nust ujala finance?
NUF,Product: NUF | Section: what is the current mark-up rate of nust ujala finance? | Detail: 6 % per annum for all *markup at 12m kibor + 4% per annum to be charged till refinance claim reimbursed by sbp.
NUF,Product: NUF | Section: what is the maximum tenure for nust ujala finance?
NUF,"Product: NUF | Section: what is the maximum tenure for nust ujala finance? | Detail: i. se/me borrowers: 05 years, inclusive of grace period of 03 months. ii. domestic : 05 years inclusive of grace period of 03 months. iii. nust employees : 10 years or as per remaining service period (whichever is lesser), inclusive of grace period of 03 months. iv. vendors/suppliers: 05 years inclusive of grace period of 06 months"
NUF,Product: NUF | Section: what is the repayment frequency in nust ujala finance?
NUF,Product: NUF | Section: what is the repayment frequency in nust ujala finance? | Detail: se/me borrowers : monthly / quarterly domestic borrower : monthly nust employees : monthly vendors/suppliers : quarterly/half yearly (as per borrower’s cash flow)
NUF,Product: NUF | Section: what are the processing charges for nust ujala finance application?
NUF,Product: NUF | Section: what are the processing charges for nust ujala finance application? | Detail: se/me/vendor/supplier | rs: 6000/- or @0.5% of loan whichever is higher
NUF,Product: NUF | Section: domestic borrower
NUF,Product: NUF | Section: domestic borrower | Detail: nust employees | no processing fee
NUF,Product: NUF | Section: is there any late payment charges?
NUF,"Product: NUF | Section: is there any late payment charges? | Detail: in case of delay of installment, commercial rate will be charges on overdue days."
NUF,Product: NUF | Section: what are the service/documentation/legal charges in nust ujala finance?
NUF,Product: NUF | Section: at actual
NUF,Product: NUF | Section: what are the insurance charges?
NUF,Product: NUF | Section: at actual
NFMF,Product: NFMF | Section: is nust bank offering any seasonal financing?
NFMF,"Product: NFMF | Section: is nust bank offering any seasonal financing? | Detail: seasonal finance product ""nust flour mill finance” has been structured through for quick financing under program-based lending. the product has been designed for flour mills in order to meet their working capital needs. nust flour mill finance caters to meet seasonal financing needs of wheat procurement and other overhead expenses to flour mills. the scope of product is to target flour mills which fall under category of sme."
NFMF,Product: NFMF | Section: for which purposes nust flour mill finance is being offered?
NFMF,"Product: NFMF | Section: for which purposes nust flour mill finance is being offered? | Detail: cash finance (cf) to meet working capital requirements of flour mill business for procurement of wheat as per milling capacity | running finance (rf) to meet working capital requirements i.e. transportation, salary & wages, utility and other administrative expenses etc. (procurement of wheat through rf funds is restricted)"
NFMF,Product: NFMF | Section: what are the loan limits of nust flour mill finance?
NFMF,Product: NFMF | Section: what are the loan limits of nust flour mill finance? | Detail: per party (single entity) can avail up to rs. 75m for me and rs. 25m for se
NFMF,Product: NFMF | Section: is there any minimum age to avail financing in nust flour mill finance?
NFMF,"Product: NFMF | Section: is there any minimum age to avail financing in nust flour mill finance? | Detail: age of borrower (in case of sole-proprietorship) must be minimum 20 years, however age not to exceed 65 years at the time of application. this age can be relaxed in case of effective succession planning for business operations."
NFMF,"Product: NFMF | Section: is there any minimum age to avail financing in nust flour mill finance? | Detail: * this criteria is not applicable , if business concern is a partnership or limited company"
NFMF,Product: NFMF | Section: what is the maximum tenure of nust flour mill finance?
NFMF,Product: NFMF | Section: maximum 1 year as per clean-up corridors
NFMF,Product: NFMF | Section: what is the current mark-up rate of nust flour mill finance?
NFMF,Product: NFMF | Section: what is the current mark-up rate of nust flour mill finance? | Detail: cash finance 3 months average kibor + 3% p.a. | running finance 3 months average kibor + 3.5% p.a.
NFMF,Product: NFMF | Section: (reviewed/revised on quarterly basis)
NFMF,Product: NFMF | Section: any account turnover requirement for nust flour mill finance?
NFMF,Product: NFMF | Section: any account turnover requirement for nust flour mill finance? | Detail: minimum 50% of applicant’s sales to be documented through account turnover with bank(s).
NFMF,Product: NFMF | Section: what are the processing charges for nust flour mill finance application?
NFMF,"Product: NFMF | Section: what are the processing charges for nust flour mill finance application? | Detail: processing fee will be charged @ 0.15% of total limit(s) processed/approved or rs. 25,000/- whichever is higher"
NFMF,Product: NFMF | Section: what are the service/documentation/legal charges in nust flour mill finance?
NFMF,Product: NFMF | Section: at actual
NFMF,Product: NFMF | Section: what are the insurance charges?
NFMF,Product: NFMF | Section: at actual
NFBF,Product: NFBF | Section: is nust bank offering any financing against liquid security?
NFBF,"Product: NFBF | Section: is nust bank offering any financing against liquid security? | Detail: nust fauri business finance” has been introduced to provide a swift package to meet financial business needs of new to bank obligor. afbf is offered to meet short, medium and long-term requirements of business. the finance will be provided to smes & commercial for all the eligible sectors as per nust credit policy manual."
NFBF,Product: NFBF | Section: what is the eligibility criteria for business entity in ask fauri business finance?
NFBF,Product: NFBF | Section: all except individuals
NFBF,Product: NFBF | Section: is there any business age requirement?
NFBF,Product: NFBF | Section: no
NFBF,Product: NFBF | Section: what is the nature of financing offered under ask fauri business finance?
NFBF,Product: NFBF | Section: what is the nature of financing offered under ask fauri business finance? | Detail: afbf-1: running finance afbf-2: term loan afbf-3: letter of guarantee afbf-4: letter of credit – sight / usance
NFBF,Product: NFBF | Section: what is the current mark-up rate of ask fauri business finance?
NFBF,Product: NFBF | Section: what is the current mark-up rate of ask fauri business finance? | Detail: afbf-1: 3mk /cod +1.50% afbf-2: 12 mk /cod +2.0% afbf-3: as per soc afbf-4: as per soc
NFBF,Product: NFBF | Section: what is the principal repayment frequency in ask fauri business finance?
NFBF,Product: NFBF | Section: what is the principal repayment frequency in ask fauri business finance? | Detail: afbf-1: at maturity afbf-2: monthly / quarterly afbf-3: upon expiry / redemption afbf-4: upon retirement
NFBF,Product: NFBF | Section: what is the markup repayment frequency in ask fauri business finance?
NFBF,Product: NFBF | Section: afbf-1: monthly / quarterly afbf-2: monthly / quarterly afbf-3: upfront afbf-4: upfront
NFBF,Product: NFBF | Section: what is the maximum tenure of ask fauri business finance?
NFBF,Product: NFBF | Section: what is the maximum tenure of ask fauri business finance? | Detail: afbf-1: up to 1 year afbf-2: up to 3 year afbf-3: up to 30 months afbf-4: at sight / usance period 120 days
NFBF,Product: NFBF | Section: what are the loan limits of ask fauri business finance?
NFBF,Product: NFBF | Section: max rs. 200 mn (for all products)
NFBF,Product: NFBF | Section: is there any grace period allowed in any financing?
NFBF,Product: NFBF | Section: grace period of 3 months allowed for afbf 2 (term loan only)
NFBF,Product: NFBF | Section: in how many days the loan can be approved in ask fauri business finance?
NFBF,Product: NFBF | Section: in how many days the loan can be approved in ask fauri business finance? | Detail: turnaround time (tat) for disposal off the approval is fixed to 03 days from the date of pre-approval completion of documents
NFBF,Product: NFBF | Section: what is the collateral requirment for ask fauri business finance?
NFBF,"Product: NFBF | Section: what is the collateral requirment for ask fauri business finance? | Detail: • nust : lien on nust deposit ca/sa/ tdr, including 3rd party (lcy/fcy) • national saving certificates (nsc): (lien over nsc including joint name/owner)"
NFBF,Product: NFBF | Section: what are the processing charges for ask fauri finance application?
NFBF,"Product: NFBF | Section: what are the processing charges for ask fauri finance application? | Detail: flat @ rs. 3,000/- (at the time of initiating and on each renewal)"
NFBF,Product: NFBF | Section: what are the service/documentation/legal charges in ask fauri business finance?
NFBF,Product: NFBF | Section: at actual
NFBF,Product: NFBF | Section: is there any premature termination / balloon payment charges?
NFBF,Product: NFBF | Section: nil
PMYB &ALS,Product: PMYB &ALS | Section: is nust bank participating in pmyb & als?
PMYB &ALS,"Product: PMYB &ALS | Section: is nust bank participating in pmyb & als? | Detail: nust bank is actively participating in pmyb&als. it has been specially designed to provide self-employment opportunity to the unemployed youth of the country who have skills, knowledge, experience or willingness to start their own businesses on small to medium scale or expand existing business on vast scale."
PMYB &ALS,Product: PMYB &ALS | Section: for which purposes pmyb & als is being offered?
PMYB &ALS,Product: PMYB &ALS | Section: • to start new business • to expand existing business
PMYB &ALS,Product: PMYB &ALS | Section: nature of loans allowed in pmyb & als?
PMYB &ALS,Product: PMYB &ALS | Section: • long term / development loans • working capital / production loans
PMYB &ALS,Product: PMYB &ALS | Section: what are the loan limits of pmyb & als?
PMYB &ALS,Product: PMYB &ALS | Section: what are the loan limits of pmyb & als? | Detail: tier 2 above rs. 0.5m and up to rs 1.5m | tier 3 above rs 1.5 m and up to rs 7.5m
PMYB &ALS,Product: PMYB &ALS | Section: is there any minimum age to avail financing in pmyb & als and any mandatory qualification/experience required?
PMYB &ALS,"Product: PMYB &ALS | Section: is there any minimum age to avail financing in pmyb & als and any mandatory qualification/experience required? | Detail: all pakistanis aged between 21 and 45 are eligible to apply, however for it/e-commerce related businesses, the lower age limit will be 18 years (at least matriculation or equivalent education will be required)"
PMYB &ALS,Product: PMYB &ALS | Section: what is the maximum tenure in pmyb & als?
PMYB &ALS,Product: PMYB &ALS | Section: long term loan: maximum 8 years (maximum 1 year grace period)
PMYB &ALS,Product: PMYB &ALS | Section: working capital loan: maximum 05 years (maximum 2 year grace period)
PMYB &ALS,Product: PMYB &ALS | Section: *markup will be recovered during grace period
PMYB &ALS,Product: PMYB &ALS | Section: what is the current mark-up rate of pmyb & als?
PMYB &ALS,Product: PMYB &ALS | Section: what is the current mark-up rate of pmyb & als? | Detail: tier 2 5% per annum | tier 3 7% per annum
PMYB &ALS,Product: PMYB &ALS | Section: does the bank require any equity for this scheme?
PMYB &ALS,Product: PMYB &ALS | Section: does the bank require any equity for this scheme? | Detail: tier 2 10% (new business) | tier 3 20% (new business) | existing business nil
PMYB &ALS,Product: PMYB &ALS | Section: what is the repayment frequency in pmyb & als?
PMYB &ALS,Product: PMYB &ALS | Section: what is the repayment frequency in pmyb & als? | Detail: repayment of pmyb&als loans will be made in the form of “monthly or quarterly instalments (or as per sbp’s directives)
PMYB &ALS,Product: PMYB &ALS | Section: what is the security requirement for availing pmyb & als?
PMYB &ALS,"Product: PMYB &ALS | Section: what is the security requirement for availing pmyb & als? | Detail: tier 2 i. clean; personal guarantee of the borrower ii. 02 post dated cheques for installment amount iii. 01 post dated cheque for full loan amount plus mark up as per amortization schedule | tier 3 i. mortgage of residential / commercial / industrial property owned by borrower or third party ii. hpa on vehicle in the name of borrower or immediate family member i.e. parents, spouse, children, brothers or sisters. iii. liquid security (lien on deposit, saving certificates, tdrs etc.)"
PMYB &ALS,Product: PMYB &ALS | Section: is there any quota for womens?
PMYB &ALS,Product: PMYB &ALS | Section: 25% of the loans will go to women borrowers
PMYB &ALS,Product: PMYB &ALS | Section: what are the processing charges for pmyb & als?
